GISJOIN,STATE,STATEA,SMSA,SMSAA,COUNTY,COUNTYA,TRACTA,BLOCKA,TOTAL_POP
G3601190012302902,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,012302,902,0
G3601190012302903,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,012302,903,0
G3601190012302930,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,012302,930,0
G36011900127923,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,0127,923,0
G36011900127924,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,0127,924,0
G3601190013104906,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,013104,906,0
G36011900137325,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,0137,325,4
G36011900138904,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,0138,904,0
G3601190014804168,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,014804,168,0
G3601190014804169,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,014804,169,0
G3601190014804170,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,014804,170,0
G3601190014804171,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,014804,171,0
G3601190014804172,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,014804,172,0
G3601190014804173,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,014804,173,0
G3601190014804174,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,014804,174,0
G3601190014804175,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,014804,175,0
G3601190014804176,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,014804,176,0
G3601190014804177,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,014804,177,0
G3601190014804178,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,014804,178,0
G3601190014804179,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,014804,179,0
G3601190014804180,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,014804,180,0
G3601190014804181,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,014804,181,0
G3601190014804182,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,014804,182,0
G3601190014804183,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,014804,183,0
G3601190014804184,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,014804,184,0
G3601190014804185,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,014804,185,0
G3601190014804186,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,014804,186,0
G3601190014804187,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,014804,187,0
G3601190014804188,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,014804,188,0
G3601190014804189,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,014804,189,0
G3601190014804190,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,014804,190,0
G3601190014804191,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,014804,191,0
G3601190014804192,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,014804,192,0
G3601190014804193,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,014804,193,0
G3601190014804194,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,014804,194,0
G3601190014804195,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,014804,195,0
G3601190014804196,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,014804,196,0
G3601190014804197,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,014804,197,0
G3601190014804198,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,014804,198,0
G3601190014804199,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,014804,199,0
G3601190014804201,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,014804,201,0
G3601190014809207,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,014809,207,57
G3601190014902250,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,014902,250,0
G3601190014902936,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,014902,936,0
G3601190014903950,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,014903,950,0
G3600550009601103,New York,36,"ROCHESTER, N.Y.",6840,Monroe,055,009601,103,76
G3600550011902407,New York,36,"ROCHESTER, N.Y.",6840,Monroe,055,011902,407,5
G36005500124542,New York,36,"ROCHESTER, N.Y.",6840,Monroe,055,0124,542,80
G3600550013202113,New York,36,"ROCHESTER, N.Y.",6840,Monroe,055,013202,113,106
G3600550014202944,New York,36,"ROCHESTER, N.Y.",6840,Monroe,055,014202,944,221
G36005500146936,New York,36,"ROCHESTER, N.Y.",6840,Monroe,055,0146,936,4
G36005500147716,New York,36,"ROCHESTER, N.Y.",6840,Monroe,055,0147,716,72
G36005500151117,New York,36,"ROCHESTER, N.Y.",6840,Monroe,055,0151,117,122
G3600550015302399,New York,36,"ROCHESTER, N.Y.",6840,Monroe,055,015302,399,44
G3600550015302904,New York,36,"ROCHESTER, N.Y.",6840,Monroe,055,015302,904,0
