GISJOIN,STATE,STATEA,SMSA,SMSAA,COUNTY,COUNTYA,TRACTA,BLOCKA
G36011900089205,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,0089,205
G36011900089212,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,0089,212
G36011900089213,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,0089,213
G36011900089904,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,0089,904
G36011900091402,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,0091,402
G36011900091523,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,0091,523
G36011900099221,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,0099,221
G36011900104108,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,0104,108
G36011900106317,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,0106,317
G36011900106322,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,0106,322
G36011900106415,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,0106,415
G36011900106611,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,0106,611
G36011900107108,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,0107,108
G36011900107316,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,0107,316
G36011900107597,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,0107,597
G36011900107903,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,0107,903
G36011900107918,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,0107,918
G3601190010802304,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,010802,304
G3601190010802516,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,010802,516
G3601190010802602,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,010802,602
G3601190010902339,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,010902,339
G3601190010902403,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,010902,403
G3601190010902409,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,010902,409
G3601190010903203,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,010903,203
G3601190010903513,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,010903,513
G36011900110202,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,0110,202
G36011900110204,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,0110,204
G36011900110904,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,0110,904
G36011900110909,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,0110,909
G3601190011101306,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,011101,306
G3601190011101908,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,011101,908
G3601190011101909,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,011101,909
G3601190011101917,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,011101,917
G3601190011101918,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,011101,918
G3601190011101931,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,011101,931
G36011900112111,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,0112,111
G36011900112116,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,0112,116
G36011900112125,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,0112,125
G36011900112206,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,0112,206
G36011900112207,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,0112,207
G36011900112208,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,0112,208
G36011900112298,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,0112,298
G36011900112436,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,0112,436
G36011900112906,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,0112,906
G36011900113205,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,0113,205
G36011900114534,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,0114,534
G36011900114604,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,0114,604
G36011900116108,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,0116,108
G36011900118122,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,0118,122
G3601190011902126,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,011902,126
G3601190011902127,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,011902,127
G3601190011902201,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,011902,201
G3601190011902218,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,011902,218
G3601190011902219,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,011902,219
G36011900120538,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,0120,538
G36011900121314,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,0121,314
G36011900121639,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,0121,639
G36011900122127,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,0122,127
G36011900122128,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,0122,128
G36011900122717,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,0122,717
G3601190012301230,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,012301,230
G3601190012301232,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,012301,232
G3601190012301233,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,012301,233
G3601190012302933,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,012302,933
G36011900125822,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,0125,822
G36011900130919,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,0130,919
G36011900130921,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,0130,921
G3601190013102908,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,013102,908
G3601190013102918,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,013102,918
G3601190013103901,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,013103,901
G3601190013103972,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,013103,972
G3601190013104917,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,013104,917
G3601190013201304,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,013201,304
G3601190013201508,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,013201,508
G3601190013202521,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,013202,521
G3601190013304901,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,013304,901
G36011900138120,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,0138,120
G36011900139230,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,0139,230
G36011900139302,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,0139,302
G36011900141420,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,0141,420
G3601190014602201,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,014602,201
G3601190014602202,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,014602,202
G3601190014602203,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,014602,203
G3601190014602204,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,014602,204
G3601190014602402,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,014602,402
G3601190014701915,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,014701,915
G3601190014904988,New York,36,"NEW YORK, N.Y.-N.J.",5600,Westchester,119,014904,988
