"GEO_ID","NAME","P8_001N","P8_002N","P8_003N","P8_004N","P8_005N","P8_006N","P8_007N","P8_008N","P8_009N","P8_010N","P8_011N","P8_012N","P8_013N","P8_014N","P8_015N","P8_016N","P8_017N","P8_018N","P8_019N","P8_020N","P8_021N","P8_022N","P8_023N","P8_024N","P8_025N","P8_026N","P8_027N","P8_028N","P8_029N","P8_030N","P8_031N","P8_032N","P8_033N","P8_034N","P8_035N","P8_036N","P8_037N","P8_038N","P8_039N","P8_040N","P8_041N","P8_042N","P8_043N","P8_044N","P8_045N","P8_046N","P8_047N","P8_048N","P8_049N","P8_050N","P8_051N","P8_052N","P8_053N","P8_054N","P8_055N","P8_056N","P8_057N","P8_058N","P8_059N","P8_060N","P8_061N","P8_062N","P8_063N","P8_064N","P8_065N","P8_066N","P8_067N","P8_068N","P8_069N","P8_070N","P8_071N",
"860Z200US10540","ZCTA5 10540","19","17","4","8","0","0","0","5","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"860Z200US10541","ZCTA5 10541","25651","23417","20755","572","70","512","2","1506","2234","2110","145","121","144","4","1607","3","2","5","50","1","1","10","7","8","2","103","14","7","0","38","0","2","27","2","5","2","0","0","5","0","1","0","0","0","0","0","18","1","0","13","2","1","0","0","0","0","1","0","0","0","0","0","3","0","3","0","0","0","0","0","0",
"860Z200US10542","ZCTA5 10542","85","67","38","7","0","9","0","13","18","18","0","0","4","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"860Z200US10543","ZCTA5 10543","21296","18666","13627","901","198","1116","5","2819","2630","2521","181","56","275","6","1846","17","8","3","62","1","1","47","1","16","1","99","14","26","1","14","0","0","18","4","15","0","0","0","2","1","4","0","0","0","0","0","10","0","0","8","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0",
"860Z200US10545","ZCTA5 10545","160","151","137","1","1","8","0","4","9","6","0","0","2","0","2","1","0","0","1","0","0","0","0","0","0","3","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"860Z200US10546","ZCTA5 10546","1426","1302","978","55","1","229","0","39","124","119","7","6","30","0","62","1","6","0","5","0","0","0","0","1","1","4","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"860Z200US10547","ZCTA5 10547","7293","6452","4844","523","33","369","1","682","841","772","60","54","31","3","526","6","2","0","66","1","0","12","1","7","3","57","19","1","0","14","0","0","17","3","3","0","0","0","0","0","0","0","0","0","0","0","12","0","0","8","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"860Z200US10548","ZCTA5 10548","3743","3386","2733","280","10","93","1","269","357","341","33","17","27","1","234","0","0","2","13","0","0","3","0","6","5","15","1","3","0","4","0","0","5","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"860Z200US10549","ZCTA5 10549","16837","14779","10473","558","141","874","5","2728","2058","1987","103","39","187","4","1582","2","5","1","27","1","1","26","0","6","3","67","14","1","0","13","0","0","25","0","8","1","0","0","2","0","1","2","0","0","0","0","4","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"860Z200US10550","ZCTA5 10550","41137","37470","2562","28508","290","644","24","5442","3667","3417","386","42","54","6","1569","207","73","24","886","12","0","58","8","57","35","218","44","16","3","100","1","0","31","3","10","0","0","1","5","1","2","0","0","1","0","0","31","0","1","24","0","2","1","0","1","0","1","0","0","0","0","1","1","0","1","0","0","0","0","0","0",
"860Z200US10552","ZCTA5 10552","21296","18670","7169","8618","121","674","8","2080","2626","2431","258","48","98","1","1302","49","67","5","535","1","0","21","3","42","1","169","31","10","0","97","0","0","6","3","9","1","4","0","5","1","2","0","0","0","0","0","26","4","0","21","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"860Z200US10553","ZCTA5 10553","11281","10472","456","9021","39","115","4","837","809","732","159","15","22","1","169","59","31","5","248","0","0","6","1","12","4","59","19","5","0","14","1","0","4","0","6","0","0","0","7","0","3","0","0","0","0","0","12","1","0","8","0","2","0","0","0","0","1","0","0","0","0","0","6","5","1","0","0","0","0","0","0",
"860Z200US10560","ZCTA5 10560","4854","4503","4154","88","4","112","1","144","351","322","32","20","33","0","210","1","1","0","8","1","0","12","0","4","0","28","0","2","0","8","0","0","14","0","4","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"860Z200US10562","ZCTA5 10562","34252","29581","15317","4347","337","1562","7","8011","4671","4404","306","109","186","6","3314","13","31","0","176","9","1","180","21","37","15","235","23","16","3","74","4","0","86","2","12","1","1","0","5","0","5","1","1","0","1","0","32","0","1","28","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",
"860Z200US10566","ZCTA5 10566","25384","22221","9114","5096","233","737","6","7035","3163","2984","408","89","140","0","1823","70","29","3","261","0","0","124","5","24","8","152","35","9","2","48","2","0","28","2","16","0","0","0","6","0","3","0","0","1","0","0","27","3","0","18","0","4","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"860Z200US10567","ZCTA5 10567","20400","17992","13708","1507","70","932","1","1774","2408","2236","175","105","174","1","1516","28","19","2","167","0","0","34","5","7","3","143","32","14","0","61","2","0","25","0","4","0","0","0","2","0","3","0","0","0","0","0","29","2","0","26","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",
"860Z200US10570","ZCTA5 10570","13986","12921","10750","543","33","926","0","669","1065","999","56","32","224","5","629","4","9","2","25","0","0","9","1","2","1","54","10","3","2","12","0","0","17","0","8","0","0","0","1","0","0","0","0","1","0","0","12","0","0","11","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"860Z200US10573","ZCTA5 10573","41758","35143","17574","1679","662","1488","7","13733","6615","6345","178","138","190","2","5420","18","19","0","164","4","2","162","4","43","1","246","23","11","1","58","7","0","124","2","16","0","0","0","3","0","1","0","0","0","0","0","23","3","0","19","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",
"860Z200US10576","ZCTA5 10576","5099","4668","4326","72","5","168","0","97","431","419","35","39","96","3","237","2","0","0","3","1","0","0","0","3","0","10","2","0","0","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"860Z200US10577","ZCTA5 10577","6008","5651","3642","491","21","1283","15","199","357","328","78","15","83","3","114","14","10","0","3","0","0","5","2","0","1","26","8","3","0","6","1","0","2","0","0","0","2","0","2","0","0","1","0","1","0","0","3","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0",
"860Z200US10578","ZCTA5 10578","721","628","564","15","1","24","0","24","93","85","2","8","15","1","56","0","0","0","3","0","0","0","0","0","0","8","0","0","0","5","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"860Z200US10579","ZCTA5 10579","8633","7870","7000","228","20","180","6","436","763","722","64","80","67","1","450","4","9","0","38","2","0","4","0","3","0","33","2","5","0","10","0","0","9","1","1","0","2","1","2","0","0","0","0","0","0","0","8","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"860Z200US10580","ZCTA5 10580","18268","16735","14737","209","41","1294","5","449","1533","1463","98","51","357","11","895","6","7","3","19","0","1","4","4","7","0","60","5","2","0","32","0","0","7","0","13","0","0","0","1","0","0","0","0","0","0","0","10","0","0","4","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"860Z200US10583","ZCTA5 10583","41589","38412","28236","995","48","8192","4","937","3177","3023","213","51","890","5","1712","10","16","2","64","9","0","5","11","26","9","120","24","7","2","20","0","0","17","7","34","0","4","1","2","0","2","0","0","0","0","0","32","3","0","27","0","0","0","0","2","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0",
"860Z200US10588","ZCTA5 10588","2430","2186","1801","92","14","119","1","159","244","235","20","14","15","2","176","1","0","0","4","0","0","2","0","1","0","8","1","3","0","1","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"860Z200US10589","ZCTA5 10589","8510","8059","7543","101","2","286","0","127","451","414","26","25","43","2","303","0","1","0","7","0","0","2","1","4","0","35","7","2","0","21","0","0","0","0","1","0","1","0","0","0","3","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"860Z200US10590","ZCTA5 10590","6556","6019","5530","99","29","209","0","152","537","512","40","33","108","0","313","5","0","0","5","0","0","3","0","5","0","22","5","1","0","6","1","0","8","0","0","0","0","0","1","0","0","0","0","0","0","0","3","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"860Z200US10591","ZCTA5 10591","23301","19964","12802","1278","96","1268","3","4517","3337","3173","127","57","277","0","2336","13","13","4","222","5","0","78","3","20","18","140","25","8","3","56","0","0","17","4","15","1","0","1","2","0","7","0","0","1","0","0","22","2","0","9","0","9","0","1","0","0","0","0","1","0","0","0","2","0","2","0","0","0","0","0","0",
"860Z200US10594","ZCTA5 10594","5028","4684","4132","44","11","240","1","256","344","324","15","8","41","0","250","0","2","0","5","0","0","0","0","3","0","18","3","3","0","11","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"860Z200US10595","ZCTA5 10595","7264","6668","5399","444","35","407","1","382","596","582","46","31","90","0","364","10","2","1","18","1","0","11","5","3","0","12","2","3","0","0","0","0","1","0","6","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",
"860Z200US10596","ZCTA5 10596","1519","1350","1086","42","0","16","0","206","169","159","17","4","5","3","114","0","0","1","8","0","0","5","0","0","2","10","7","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"860Z200US10597","ZCTA5 10597","1000","956","911","7","0","28","0","10","44","42","6","2","10","0","23","0","1","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"860Z200US10598","ZCTA5 10598","29040","26737","22870","974","60","1530","4","1299","2303","2154","238","97","222","4","1426","10","9","5","102","5","0","14","4","14","4","134","16","12","1","47","4","0","28","3","17","0","1","0","5","0","0","0","0","0","0","0","15","3","1","9","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"860Z200US10601","ZCTA5 10601","11882","10329","4881","2011","112","1399","3","1923","1553","1453","112","24","114","0","1022","19","11","5","83","5","0","31","4","10","13","79","16","8","1","20","0","0","21","0","8","0","0","0","3","1","0","0","0","1","0","0","20","5","0","13","0","0","0","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0",
"860Z200US10603","ZCTA5 10603","18033","15843","7155","4266","148","1549","13","2712","2190","2015","153","60","108","1","1383","29","13","3","174","4","0","58","6","18","5","158","54","7","1","38","4","0","28","0","16","0","0","0","3","0","4","0","2","1","0","0","17","0","0","12","0","3","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"860Z200US10604","ZCTA5 10604","11526","10189","6916","742","74","707","4","1746","1337","1261","79","35","85","0","974","1","14","0","52","0","0","13","0","7","1","59","14","5","0","14","1","0","19","0","2","0","0","0","2","1","1","0","0","0","0","0","17","0","0","12","0","1","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"860Z200US10605","ZCTA5 10605","19438","17325","12913","1361","124","1087","13","1827","2113","1978","153","47","194","2","1371","15","15","2","89","2","0","67","4","10","7","118","24","15","0","26","1","0","37","2","6","1","0","0","6","0","0","0","0","0","0","0","17","4","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"860Z200US10606","ZCTA5 10606","16929","14750","5977","2202","362","1245","7","4957","2179","2053","134","30","110","2","1524","23","22","0","98","2","0","84","6","14","4","111","25","5","0","31","1","0","34","0","11","1","0","0","3","0","0","0","0","0","0","0","15","1","0","8","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"860Z200US10607","ZCTA5 10607","7441","6545","2390","1961","65","978","1","1150","896","831","63","11","56","0","553","13","13","3","94","1","0","11","0","10","3","52","17","9","0","7","2","0","4","2","4","0","0","0","2","1","3","0","0","0","0","1","13","2","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"860Z200US10701","ZCTA5 10701","68704","59865","16850","18130","1094","2835","21","20935","8839","8177","656","106","239","12","4596","172","80","7","1844","15","3","306","13","77","51","557","155","20","3","231","8","0","65","1","30","7","7","0","16","1","8","4","0","1","0","0","102","15","0","70","0","11","1","1","2","0","0","0","1","1","0","0","3","1","2","0","0","0","0","0","0",
"860Z200US10703","ZCTA5 10703","22571","19201","7899","3964","306","1284","11","5737","3370","3130","217","59","107","3","1983","37","31","2","543","10","0","70","6","37","25","202","26","3","0","102","2","0","44","1","12","1","1","0","3","0","4","1","1","0","0","1","38","2","0","26","0","7","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"860Z200US10704","ZCTA5 10704","32426","28822","18140","3294","173","2267","10","4938","3604","3309","213","60","186","9","2119","31","26","8","502","5","1","56","5","64","24","224","37","11","2","110","7","1","20","3","22","0","0","0","0","0","6","4","0","0","0","1","70","6","0","48","0","11","1","0","2","0","0","1","0","0","1","0","1","0","1","0","0","0","0","0","0",
"860Z200US10705","ZCTA5 10705","41785","35463","9427","7396","842","2129","32","15637","6322","5785","419","69","137","9","3319","97","58","4","1382","5","4","190","10","47","35","444","77","20","3","194","8","0","73","1","11","2","1","1","38","1","7","2","3","2","0","0","85","4","0","69","0","4","0","1","5","0","0","0","0","0","1","1","7","1","6","0","0","0","0","1","1",
"860Z200US10706","ZCTA5 10706","9339","8362","7129","251","13","641","1","327","977","903","77","46","232","0","491","5","3","0","28","6","0","7","2","5","1","66","11","1","0","26","1","0","2","2","15","1","0","0","7","0","0","0","0","0","0","0","8","1","0","5","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"860Z200US10707","ZCTA5 10707","10553","9698","7653","715","20","831","2","477","855","791","57","21","119","4","504","9","3","3","45","2","0","4","1","14","5","52","7","6","2","2","0","1","6","6","12","0","0","0","4","0","1","0","0","0","0","5","10","0","0","4","0","5","0","0","0","0","0","1","0","0","0","0","2","0","2","0","0","0","0","0","0",
"860Z200US10708","ZCTA5 10708","22299","20372","16361","1306","42","1402","8","1253","1927","1762","139","55","316","2","1010","31","15","3","145","2","0","17","2","20","5","126","16","8","0","49","6","1","13","3","20","0","0","0","7","0","0","0","0","1","0","2","37","4","0","25","0","4","1","0","1","0","1","0","0","1","0","0","2","1","1","0","0","0","0","0","0",
"860Z200US10709","ZCTA5 10709","10131","9384","8035","183","0","874","1","291","747","692","38","18","103","3","479","7","10","1","19","1","0","3","0","7","3","45","4","7","0","17","3","0","6","1","2","0","2","0","0","0","2","0","1","0","0","0","9","1","0","6","0","2","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",
"860Z200US10710","ZCTA5 10710","26725","23781","12954","3814","129","3424","11","3449","2944","2727","155","47","168","9","1741","42","32","10","426","4","3","31","6","47","6","184","28","10","1","87","4","0","16","1","17","2","0","0","4","2","8","2","0","2","0","0","32","0","0","21","1","4","0","1","0","0","1","0","1","0","2","1","1","0","1","0","0","0","0","0","0",
"860Z200US10801","ZCTA5 10801","42949","37436","13468","10469","617","2018","29","10835","5513","5179","361","102","190","4","3659","101","58","3","486","4","2","165","3","32","9","303","36","34","4","86","4","0","86","3","23","1","1","0","13","0","9","2","1","0","0","0","31","8","0","18","0","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"860Z200US10803","ZCTA5 10803","13255","11810","9435","778","24","871","11","691","1445","1313","102","41","272","0","757","15","32","0","59","1","0","20","0","14","0","113","19","12","1","25","4","0","22","0","22","0","0","0","1","0","5","0","0","2","0","0","18","5","0","11","0","0","0","0","2","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",
"860Z200US10804","ZCTA5 10804","14455","13395","11041","1224","23","678","6","423","1060","975","131","23","132","1","560","3","17","5","82","2","0","1","7","8","3","69","8","7","0","18","1","0","20","0","7","1","1","0","5","0","1","0","0","0","0","0","15","1","0","13","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",
"860Z200US10805","ZCTA5 10805","18479","16095","7961","3177","285","929","14","3729","2384","2280","173","25","67","2","1644","17","37","1","203","8","0","67","7","20","9","96","15","1","0","26","0","0","37","1","7","1","0","0","2","0","4","0","0","2","0","0","7","3","0","4","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",
"860Z200US10901","ZCTA5 10901","25145","23059","17559","1625","159","1460","16","2240","2086","1956","135","78","156","7","1412","17","29","2","70","6","0","22","4","17","1","109","33","15","1","23","2","0","20","0","6","0","2","0","3","1","1","0","0","0","1","1","15","2","0","8","0","0","2","0","1","0","1","0","0","0","0","1","3","0","3","0","0","0","0","3","3",
"860Z200US10910","ZCTA5 10910","34","31","29","1","0","1","0","0","3","3","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"860Z200US10911","ZCTA5 10911","27","15","6","1","2","5","0","1","12","10","3","1","1","0","3","0","0","0","2","0","0","0","0","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"860Z200US10913","ZCTA5 10913","5647","5236","4329","232","16","368","4","287","411","392","26","15","62","1","251","5","2","2","11","1","0","9","0","7","0","15","1","5","0","4","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",
"860Z200US10914","ZCTA5 10914","605","526","449","31","2","18","0","26","79","71","7","1","1","0","59","1","0","0","0","0","0","1","1","0","0","7","0","0","0","6","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"860Z200US10915","ZCTA5 10915","81","81","65","2","2","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"860Z200US10916","ZCTA5 10916","4604","4118","3650","153","19","121","0","175","486","454","24","35","33","2","315","2","6","0","31","1","0","1","0","4","0","21","10","1","0","3","0","0","0","0","6","0","0","0","0","0","1","0","0","0","0","0","11","2","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"860Z200US10917","ZCTA5 10917","1973","1798","1252","147","17","162","4","216","175","161","15","17","14","0","103","1","1","0","6","0","0","2","0","0","2","13","3","0","0","7","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"860Z200US10918","ZCTA5 10918","12547","11252","8609","1125","50","513","2","953","1295","1183","103","86","104","0","736","18","11","6","93","1","0","12","2","11","0","99","29","2","0","36","7","0","5","5","6","0","2","0","5","0","2","0","0","0","0","0","13","1","1","8","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"860Z200US10919","ZCTA5 10919","1123","1011","809","98","9","19","0","76","112","107","8","13","4","1","70","7","0","0","2","0","1","0","0","1","0","5","1","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"860Z200US10920","ZCTA5 10920","8727","7922","5687","388","28","1243","0","576","805","766","46","24","69","1","560","7","3","0","34","0","0","10","0","10","2","35","15","2","0","2","0","0","11","0","5","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","3","0","0","0","0","0",
"860Z200US10921","ZCTA5 10921","4205","3767","3067","305","22","103","1","269","438","400","29","24","41","0","268","4","2","0","12","4","0","8","0","8","0","17","7","2","0","5","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","19","1","0","15","0","2","0","0","0","0","0","0","0","0","0","1","2","0","2","0","0","0","0","0","0",
"860Z200US10922","ZCTA5 10922","1026","928","772","49","5","46","0","56","98","90","4","14","8","0","61","1","0","0","2","0","0","0","0","0","0","8","3","0","0","0","2","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"860Z200US10923","ZCTA5 10923","9489","7985","4071","1630","77","463","3","1741","1504","1430","84","45","46","0","1093","5","9","0","114","0","0","17","3","8","6","58","14","0","0","28","3","0","5","1","4","0","0","0","3","0","0","0","0","0","0","0","12","3","0","3","0","1","1","0","0","0","0","0","4","0","0","0","4","1","3","0","0","0","0","0","0",
"860Z200US10924","ZCTA5 10924","14006","12636","10096","833","64","484","3","1156","1370","1295","76","63","72","4","958","19","13","0","73","3","0","2","3","6","3","61","33","4","0","11","0","1","4","3","3","0","0","0","0","0","2","0","0","0","0","0","13","0","0","12","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",
"860Z200US10925","ZCTA5 10925","4341","3953","3555","78","19","94","4","203","388","345","21","32","27","0","233","4","2","2","20","0","0","2","2","0","0","41","9","2","0","15","0","0","10","0","1","0","1","0","3","0","0","0","0","0","0","0","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"860Z200US10926","ZCTA5 10926","3645","3199","1873","555","24","335","5","407","446","405","43","11","36","1","253","9","10","0","33","0","0","3","2","3","1","37","6","2","0","17","0","0","9","0","2","0","0","0","0","0","0","0","0","0","0","1","4","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"860Z200US10927","ZCTA5 10927","12323","10109","2943","1245","205","285","12","5419","2214","2085","103","11","28","3","1565","25","7","1","258","3","1","43","0","14","23","120","28","0","0","71","0","0","11","0","7","0","0","0","2","1","0","0","0","0","0","0","8","1","0","5","0","2","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",
"860Z200US10928","ZCTA5 10928","4637","4081","2740","624","68","122","3","524","556","532","104","45","29","2","295","13","4","1","26","4","0","1","1","2","5","22","9","0","0","7","0","0","5","0","0","0","0","0","0","0","0","0","0","0","1","0","2","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"860Z200US10930","ZCTA5 10930","9331","8361","5929","800","69","540","11","1012","970","892","66","85","60","1","547","13","11","2","78","0","0","18","0","9","2","69","14","5","0","21","0","0","17","1","9","0","0","0","1","0","1","0","0","0","0","0","9","3","0","5","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"860Z200US10931","ZCTA5 10931","967","778","412","138","52","48","1","127","189","131","9","8","6","0","72","21","2","0","4","0","0","6","0","2","1","56","45","0","0","8","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1",
"860Z200US10932","ZCTA5 10932","47","42","41","1","0","0","0","0","5","5","0","1","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"860Z200US10933","ZCTA5 10933","445","425","377","23","0","3","0","22","20","18","1","3","0","0","10","0","0","0","4","0","0","0","0","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"860Z200US10940","ZCTA5 10940","52803","45924","22252","10789","586","2068","29","10200","6879","6378","859","307","194","19","3777","166","45","2","794","12","1","144","11","29","18","435","166","26","0","124","4","3","54","2","10","2","9","0","24","0","8","1","0","1","0","1","57","12","0","40","1","1","0","0","1","0","0","0","2","0","0","0","9","3","3","2","0","0","1","0","0",
"860Z200US10941","ZCTA5 10941","14549","12662","7333","2963","109","659","1","1597","1887","1735","241","70","73","5","993","51","26","2","229","2","0","22","0","16","5","129","40","18","0","38","3","0","16","0","8","0","1","0","3","0","0","2","0","0","0","0","22","4","0","15","0","3","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0",
"860Z200US10950","ZCTA5 10950","62741","58964","42720","2135","217","1276","23","12593","3777","3510","240","203","224","10","2441","41","44","1","226","2","0","34","16","22","6","202","67","12","1","63","3","0","20","10","13","1","0","0","5","0","3","0","0","0","0","4","59","8","0","47","0","0","0","0","2","0","1","1","0","0","0","0","6","2","4","0","0","0","0","0","0",
"860Z200US10952","ZCTA5 10952","47426","46089","41588","1881","101","753","7","1759","1337","1242","42","21","56","0","1000","18","11","2","45","0","0","12","10","21","4","71","20","5","0","13","2","0","16","3","9","1","1","0","0","0","0","0","0","0","0","1","22","4","0","11","0","2","1","0","1","0","2","0","0","0","0","1","2","1","1","0","0","0","0","0","0",
"860Z200US10953","ZCTA5 10953","57","43","26","6","0","9","0","2","14","14","3","2","0","0","8","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"860Z200US10954","ZCTA5 10954","24248","22071","12888","3126","86","3236","7","2728","2177","2039","167","47","164","2","1391","31","27","2","145","4","0","34","12","13","0","129","21","4","0","43","1","0","43","0","10","1","1","0","2","0","3","0","0","0","0","0","9","0","0","5","0","2","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",
